Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Time
0.853966518799518,0.594795693012712,0.299492675544132,0.774812742481227,0.885081589967562,0.444180066719493,0
0.78255008974685,0.688338036369038,0.970615301856377,0.29111319794046,0.10359312561549,0.438683471469847,0.016
0.321970315976818,0.593648297685715,0.804666265333467,0.655673770690108,0.300104184700205,0.904218400602893,0.032
0.202116010928001,0.568416851348621,0.395825437641865,0.290439192545336,0.77766214577403,0.477478387196441,0.048
0.0894754560886252,0.960587094214547,0.372230079399212,0.0629366876006533,0.212028572933563,0.706645419447179,0.064
0.524915350780986,0.564634982334547,0.718932485625365,0.0358659932203147,0.278999672794535,0.747460615983097,0.08
0.646736350208371,0.487416969682032,0.960961225610246,0.688285948543289,0.793719580939046,0.311429065780177,0.096
0.187560980137549,0.645848555558681,0.936660765679547,0.962462177579302,0.490573152462704,0.510713170180365,0.112
0.862809955137853,0.457301937279626,0.878340909179552,0.752957164837304,0.142499393985333,0.0779412079169104,0.128
0.760704846919827,0.628608192820859,0.95986965564079,0.392997888533267,0.260342423796235,0.208400711377285,0.144
0.762273258415984,0.591869170929769,0.940652658472617,0.573720447562875,0.890145253263768,0.540623385562191,0.16
0.754420621977889,0.0381957217479083,0.00915552471929382,0.531794506856737,0.285760220344465,0.654890728650971,0.176
0.728965812309558,0.0769095173359953,0.226104028021891,0.43206522905334,0.475279032515673,0.545263433922136,0.192
0.629694360080497,0.0583012012265908,0.173821709050368,0.395203757961855,0.107089416765218,0.225151383456425,0.208
0.00425908824810128,0.429668086082122,0.0538221848930057,0.200884635573081,0.40582077866401,0.495216599722495,0.224
0.0669723008247799,0.771127538536959,0.508376574340656,0.970357864237818,0.971025795311085,0.0437576615605636,0.24
0.0555252736164503,0.516646367103108,0.806859730530971,0.00646205037750436,0.888185287490761,0.552166402669846,0.256
0.828229781400353,0.133327872749248,0.0748588842003752,0.103728441110831,0.693771817314625,0.339772172749822,0.272
0.276150527977537,0.67089389024967,0.298220158808435,0.912562824469312,0.0635750098967025,0.568816401426465,0.288
0.809195428198153,0.00573403413198981,0.313443795147021,0.258692081377123,0.111473817881166,0.746058303124239,0.304
0.819225866652497,0.751490590395981,0.466390458663598,0.303198886959346,0.409537618535997,0.215486319465614,0.32
0.729363683465328,0.694247226610686,0.331498483468219,0.811539863203334,0.70919394788913,0.815680603842539,0.336
0.708047511348208,0.83918495027998,0.0524671765057838,0.583669095998326,0.336588821019776,0.788641213626384,0.352
0.0790235843689003,0.586703786142954,0.569676684769706,0.186735284751532,0.816606531422052,0.420220899173536,0.368
0.342614175831496,0.680942596250621,0.492263815015221,0.349875162512034,0.312121974343226,0.538398589163513,0.384
0.0801512558881313,0.600599104667379,0.876112264308792,0.698659572031313,0.888564261401415,0.624287371778557,0.4
0.839879703096941,0.0971580754172237,0.805939224628533,0.789277483788671,0.778770591641316,0.873338807033501,0.416
0.559812263563595,0.847000514404097,0.32847681729307,0.0198840495331735,0.383709042248712,0.205453376296978,0.432
0.722183216871122,0.220169724308334,0.487650493649638,0.80200814970498,0.0723316092720387,0.618024744513373,0.448
0.137014851442361,0.877847701337625,0.234443919245337,0.105516975987936,0.789518116041219,0.319151874265075,0.464
0.257211647524104,0.309861931249256,0.732605789575566,0.0344761238821297,0.158293675350049,0.759215819911953,0.48
0.951633735531372,0.472288984158505,0.575071418155899,0.89225147242559,0.58293215362698,0.823506200930811,0.496
0.710918686687305,0.173840288751435,0.365614765611218,0.930983841810962,0.783522121932547,0.0587457791097439,0.512
0.969582818634694,0.184215522076431,0.569710280249152,0.476602721656142,0.445620230305001,0.238974866405763,0.528
0.13347527478439,0.26910478815671,0.627962340662359,0.969968279396201,0.268789140480105,0.863477352619104,0.544
0.155905111232072,0.856026705619447,0.275292590868779,0.1778761434704,0.248345998970287,0.428491360820458,0.56
0.28085637704333,0.627155899208425,0.512482160035732,0.38866980696131,0.270787963152661,0.53783967325564,0.576
0.0154830648039688,0.206310701492686,0.311840474970764,0.511460227148552,0.42161353706027,0.143165799649974,0.592
0.896812866154065,0.512297679396973,0.576919357690996,0.998990977259886,0.0586632663336468,0.818162099217591,0.608
0.0891030193149837,0.209241390471057,0.629801764807593,0.87777750982034,0.131368651820836,0.601000711576572,0.624
0.107271447993995,0.103899729420548,0.297406057096233,0.0259148593650481,0.880177123934529,0.759834476637442,0.64
0.152682391242174,0.351525035941358,0.536063488516486,0.150022924309868,0.38243822239265,0.764342943980492,0.656
0.878205480418492,0.7465081819797,0.773585502282283,0.275569080679828,0.57899143359274,0.517173078338644,0.672
0.315945475071676,0.164846616601977,0.32514376016517,0.988118426434151,0.385472547145548,0.292698756032259,0.688
0.508477872592967,0.929486162456688,0.696513833829681,0.279202910259215,0.578814785853894,0.581101183432109,0.704
0.576741159567098,0.706782654895213,0.590362863465856,0.988570907052688,0.455757717977788,0.954802980963903,0.72
0.306088381503013,0.416339671321504,0.0914275468532429,0.0553538275648756,0.865446068638561,0.273375373571624,0.736
0.847419004503581,0.937604799092391,0.503988541753756,0.940602619728313,0.520983291264478,0.340374864910507,0.752
0.673627887612186,0.861140988788339,0.376116013247394,0.760522312078586,0.568713726209057,0.301497240612422,0.768
0.767409929757435,0.710471748059339,0.595940719922627,0.845496685001298,0.634115508674377,0.375491184500016,0.784
0.899062616699243,0.366706892653581,0.400505789558715,0.637078602077484,0.338218756613061,0.478977898885353,0.8
0.808479890466739,0.86752132162314,0.303652106053891,0.361809734195546,0.161430474013575,0.978144431617965,0.816
0.825324221791531,0.961941958841568,0.373729713295847,0.107400682234738,0.24130759863466,0.760020777899098,0.832
0.303414433498487,0.562799252225039,0.231348624171654,0.913810788243311,0.891944369746296,0.912737633153118,0.848
0.713786428460221,0.355451449176505,0.723542812430227,0.500582452434261,0.23316023951422,0.813048283593181,0.864
0.255246452916292,0.744790928136406,0.26821532133749,0.577229913500386,0.552180969156694,0.650419632646913,0.88
0.201921337071342,0.926911820702808,0.523621178682099,0.887215802309142,0.640225744251757,0.178737087973452,0.896
0.048022257267456,0.411358780651825,0.294920132447064,0.342028611926349,0.494112986623395,0.405948898388799,0.912
0.0163642284056015,0.227678922774703,0.0604462862770023,0.4660882299296,0.108834807595342,0.723878313574044,0.928
0.36425940590483,0.107932759296797,0.0618749939004939,0.825545363902927,0.542275978826243,0.637623251189145,0.944
0.71726111656539,0.84485120183534,0.0193826266960633,0.917556473982976,0.175117398678459,0.834821868169813,0.96
0.768341802682339,0.367983813154856,0.652708338836255,0.730065705920748,0.547327581590596,0.256685752524831,0.976
0.847965642758996,0.449307170841878,0.823411722313046,0.911346791900897,0.458545957554396,0.405326772609203,0.992
0.161031515079293,0.733872890337195,0.948376328780038,0.449387148107753,0.488254966474195,0.636797532396199,1.008
0.0596955546995874,0.208282144958868,0.507089004346264,0.987249073925463,0.752636591776078,0.193711704538016,1.024
0.236484907089737,0.386744794511242,0.0640006402775943,0.481755077627362,0.226230065902312,0.597237485560573,1.04
0.342727527340114,0.297314823302915,0.477779734050231,0.154041630100096,0.555769432590854,0.171513750445222,1.056
0.94994661526944,0.664038745585017,0.667594957715238,0.109236239455136,0.275747525600981,0.143700762437937,1.072
0.511838057181874,0.414886545451878,0.252369445355888,0.225165576005223,0.902380081797468,0.339548695443164,1.088
0.260818525312691,0.0194218934628962,0.955239155748905,0.952466196716105,0.658493927891103,0.671550607955349,1.104
0.244864443273977,0.176945043748504,0.661257859743498,0.405811436446043,0.927074147198377,0.313423425475834,1.12
0.372462394379954,0.0535895808915295,0.55591710554806,0.736700145392251,0.188191406479154,0.0502112549762046,1.136
0.168713165831425,0.575455285184249,0.359407367291791,0.208317165845654,0.688805735268305,0.845917447892249,1.152
0.18521960687887,0.193334458076581,0.129632664584401,0.565643752798718,0.10213898210127,0.70436879396158,1.168
0.147659195345359,0.365081290350806,0.898592272982671,0.435204693639232,0.451535645883896,0.627477679386331,1.184
0.925220110243048,0.611950540146129,0.515637230806941,0.176790848281983,0.523102266451066,0.691845891317129,1.2
0.643659804832268,0.549368089741772,0.0532842995871753,0.368056658717277,0.546376142204164,0.699252041445009,1.216
0.238870166999515,0.236687504193968,0.95108760362112,0.154271398074463,0.0838405718393416,0.521199400323749,1.232
0.222809453085204,0.303513379785199,0.901434119767223,0.786395231197037,0.7847726608967,0.282704053549732,1.248
0.978996719893181,0.96051096881255,0.192829626855069,0.82960139342799,0.388113032140551,0.985027123230556,1.264
0.583144593097834,0.875950327103438,0.21148054880299,0.00129390502009796,0.560654469439161,0.635807292382596,1.28
0.446009403995489,0.575511920838686,0.158821816655694,0.384023793219723,0.138427698538265,0.028484086240984,1.296
0.693916570580193,0.514408429900863,0.927704796509217,0.631162349467982,0.509885845080412,0.144375751624514,1.312
0.399935691614519,0.225814554770752,0.940707719681544,0.675247338401522,0.588241962691504,0.379322648424294,1.328
0.0624463787102734,0.520715253924318,0.441572708156237,0.82287889159234,0.683079849253564,0.514024742786719,1.344
0.275971621799227,0.84274205049898,0.713663699540438,0.925428951946152,0.701996466131974,0.59790245701007,1.36
0.19245297652845,0.128258000050837,0.156380757745711,0.38649557112666,0.857521131032212,0.233333931890479,1.376
0.785736107915634,0.637127947109481,0.824499148704062,0.942309374887177,0.536704465253156,0.836500946967015,1.392
0.978617465757663,0.848783743427255,0.188854108755738,0.774729031286662,0.400539284443505,0.0431556061840856,1.408
0.363895428739992,0.377674965445721,0.777010705748401,0.119516348576629,0.741526387263937,0.956152863180009,1.424
0.288376899001519,0.814542481762572,0.755126135206607,0.285744017383145,0.496420885146869,0.122331445318216,1.44
0.656513220212927,0.955533920168254,0.855830690960082,0.665759849249107,0.86486064411967,0.865797821632778,1.456
0.915562918028727,0.285937343439185,0.57276272954873,0.657968178013535,0.380739513067397,0.614582179158685,1.472
0.874756407991268,0.386321782287564,0.882325760544739,0.767244211557198,0.445989186455025,0.216999733931773,1.488
0.0295528568123316,0.00322541553586475,0.802225876317211,0.00619079748361828,0.0888217609015273,0.831190925698229,1.504
